,policy_id,auto_year,num_insurers_past_5_years,policy_state_or,collision_type_side,num_witnesses,collision_type_na,total_claim_amount,driver_relationship_self,injury_claim,incident_month,driver_relationship_child,incident_dow,incident_type_breakin,num_injuries,policy_deductable,num_claims_past_year,authorities_contacted_ambulance,driver_relationship_spouse,collision_type_front,incident_severity,incident_day,incident_type_collision,incident_type_theft,policy_state_wa,months_as_customer,fraud,driver_relationship_na,policy_liability,police_report_available,customer_gender_male,num_vehicles_involved,vehicle_claim,policy_state_ca,policy_state_id,policy_state_az,policy_annual_premium,customer_gender_female,incident_hour,authorities_contacted_police,authorities_contacted_none,collision_type_rear,authorities_contacted_fire,policy_state_nv,customer_age,customer_education,driver_relationship_other
727,4071,2011,1,0,0,0,1,11000.0,0,0.0,8,0,6,1,0,750,1,0,0,0,1,4,0,0,1,32,0,1,3,0,0,1,11000.0,0,0,0,3000,1,6,1,0,0,0,0,42,3,0
728,756,2015,1,1,0,0,0,18000.0,1,0.0,8,0,1,0,0,750,0,0,0,0,1,13,1,0,0,255,0,0,2,1,1,2,18000.0,0,0,0,2500,0,15,1,0,1,0,0,56,3,0
729,4109,2018,2,0,1,1,0,15000.0,1,0.0,1,0,1,0,0,750,1,1,0,0,1,29,1,0,0,50,0,0,0,0,1,2,15000.0,1,0,0,3000,0,12,0,0,0,0,0,35,4,0
730,785,2018,3,0,0,0,0,47500.0,1,9000.0,3,0,2,0,1,750,0,0,0,1,2,6,1,0,0,42,0,0,1,0,0,2,38500.0,0,0,1,3000,1,16,0,0,0,1,0,35,4,0
731,4124,2017,1,0,0,0,0,46000.0,1,19000.0,12,0,1,0,3,750,0,0,0,0,2,31,1,0,0,120,0,0,0,1,1,3,27000.0,1,0,0,3000,0,14,1,0,1,0,0,68,3,0
732,817,2010,1,0,0,2,0,24000.0,1,20000.0,9,0,5,0,4,750,0,0,0,0,1,7,1,0,0,80,0,0,0,1,0,3,4000.0,1,0,0,3000,1,21,1,0,1,0,0,51,1,0
733,4156,2013,1,0,0,0,1,4000.0,0,0.0,1,0,3,1,0,750,0,0,0,0,0,31,0,0,0,53,0,1,2,0,1,1,4000.0,0,1,0,2950,0,15,1,0,0,0,0,33,3,0
734,4167,2017,1,0,1,0,0,32000.0,1,0.0,3,0,5,0,0,750,1,0,0,0,2,9,1,0,0,139,0,0,1,1,1,3,32000.0,1,0,0,3000,0,19,1,0,0,0,0,57,1,0
735,838,2016,2,0,0,2,0,24500.0,0,0.0,5,1,0,0,0,750,1,0,0,0,1,13,1,0,0,1,0,0,0,1,0,3,24500.0,1,0,0,3000,1,9,1,0,1,0,0,25,4,0
736,843,2020,1,0,1,0,0,42000.0,1,0.0,12,0,1,0,0,750,0,0,0,0,2,17,1,0,0,317,0,0,1,1,1,3,42000.0,1,0,0,3000,0,14,1,0,0,0,0,62,3,0
737,2533,2018,1,0,0,1,0,11500.0,1,0.0,6,0,4,0,0,750,0,0,0,1,0,21,1,0,0,70,0,0,3,0,1,2,11500.0,1,0,0,2950,0,9,0,1,0,0,0,33,3,0
738,875,2016,1,0,0,1,0,16000.0,1,0.0,12,0,2,0,0,750,0,0,0,0,1,18,1,0,0,226,0,0,2,1,1,4,16000.0,0,0,1,3000,0,15,1,0,1,0,0,53,3,0
739,2559,2018,3,0,0,0,1,25500.0,0,13500.0,10,0,4,0,1,750,0,0,0,0,1,4,0,1,1,43,1,1,1,0,0,1,12000.0,0,0,0,3000,1,16,1,0,0,0,0,25,3,0
740,4287,2015,5,0,0,1,0,30000.0,0,3500.0,8,1,2,0,4,750,1,0,0,1,2,7,1,0,1,6,0,0,1,0,1,2,26500.0,0,0,0,3000,0,15,0,0,0,1,0,40,4,0
741,2660,2015,1,1,0,0,0,29500.0,1,3500.0,1,0,1,0,1,750,0,0,0,0,2,15,1,0,0,4,0,0,3,0,1,2,26000.0,0,0,0,3000,0,15,0,0,1,1,0,29,3,0
742,2674,2015,4,0,1,2,0,11000.0,1,0.0,1,0,2,0,0,750,0,0,0,0,1,23,1,0,0,13,0,0,2,1,0,3,11000.0,1,0,0,2950,1,7,1,0,0,0,0,45,1,0
743,2687,2017,1,0,0,0,0,13000.0,1,0.0,6,0,0,0,0,750,0,0,0,1,0,17,1,0,0,80,0,0,3,0,1,1,13000.0,1,0,0,3000,0,16,0,1,0,0,0,42,1,0
744,1028,2019,1,0,0,1,0,33000.0,1,15000.0,7,0,4,0,1,750,0,0,0,0,1,19,1,0,0,104,0,0,0,1,0,2,18000.0,1,0,0,2950,1,5,1,0,1,0,0,31,1,0
745,1075,2013,3,0,1,1,0,24000.0,0,0.0,9,0,4,0,0,750,0,0,1,0,1,20,1,0,0,35,1,0,0,0,1,2,24000.0,1,0,0,3000,0,14,1,0,0,0,0,26,4,0
746,1142,2017,1,0,0,1,0,22000.0,1,0.0,2,0,1,0,0,750,0,0,0,0,1,26,1,0,0,78,0,0,0,1,1,2,22000.0,0,0,1,3000,0,15,1,0,1,0,0,47,3,0
747,2821,2008,1,0,0,0,0,14000.0,1,0.0,6,0,0,0,0,750,0,1,0,1,2,3,1,0,0,191,0,0,0,0,1,1,14000.0,1,0,0,2600,0,14,0,0,0,0,0,66,4,0
748,4562,2019,5,0,0,2,0,44000.0,1,4500.0,12,0,6,0,4,750,0,0,0,0,2,29,1,0,0,18,0,0,0,1,0,4,39500.0,1,0,0,3000,1,5,1,0,1,0,0,19,1,0
749,2948,2017,1,0,0,0,0,23000.0,0,15000.0,5,0,2,0,1,750,0,0,1,1,0,22,1,0,0,156,0,0,0,1,1,3,8000.0,1,0,0,3000,0,20,1,0,0,0,0,48,1,0
750,4619,2017,1,0,1,1,0,8500.0,1,0.0,12,0,0,0,0,750,0,0,0,0,0,16,1,0,0,135,0,0,3,0,1,2,8500.0,0,0,0,2700,0,2,0,1,0,0,1,51,2,0
751,4623,2016,1,1,0,2,0,53000.0,1,18500.0,12,0,6,0,1,750,0,0,0,1,2,1,1,0,0,92,0,0,1,1,1,3,34500.0,0,0,0,3000,0,0,1,0,0,0,0,27,1,0
752,4647,2017,1,0,0,0,0,46500.0,1,22500.0,3,0,0,0,3,750,0,0,0,0,1,4,1,0,0,228,0,0,2,1,1,2,24000.0,1,0,0,3000,0,14,1,0,1,0,0,52,1,0
753,3007,2011,1,0,0,2,0,10500.0,1,0.0,5,0,3,0,0,750,0,0,0,0,0,23,1,0,1,123,0,0,2,1,1,3,10500.0,0,0,0,3000,0,0,1,0,1,0,0,41,3,0
754,3056,2015,5,0,0,0,1,6000.0,0,0.0,4,0,4,1,0,750,0,0,0,0,0,5,0,0,1,18,0,1,3,0,1,1,6000.0,0,0,0,2900,0,15,1,0,0,0,0,25,3,0
755,4743,2015,1,0,0,2,0,6500.0,1,0.0,2,0,5,0,0,750,0,0,0,0,0,9,1,0,0,170,0,0,2,1,0,3,6500.0,0,1,0,2400,1,15,1,0,1,0,0,68,3,0
756,4762,2017,1,0,1,1,0,33500.0,0,0.0,4,1,0,0,0,750,0,0,0,0,2,29,1,0,0,191,0,0,2,1,1,3,33500.0,1,0,0,3000,0,5,1,0,0,0,0,62,1,0
757,1448,2020,1,0,1,0,0,10500.0,1,0.0,5,0,1,0,0,750,0,0,0,0,0,7,1,0,0,181,0,0,0,0,1,1,10500.0,1,0,0,3000,0,7,0,1,0,0,0,54,3,0
758,4778,2010,1,0,1,3,0,21500.0,0,5500.0,4,1,6,0,1,750,0,0,0,0,1,21,1,0,0,61,0,0,0,0,1,2,16000.0,1,0,0,2950,0,9,1,0,0,0,0,28,3,0
759,4818,2015,1,1,0,2,0,67000.0,1,30500.0,3,0,4,0,1,750,0,0,0,1,2,1,1,0,0,85,0,0,3,0,0,2,36500.0,0,0,0,3000,1,13,1,0,0,0,0,48,4,0
760,3180,2014,1,0,1,3,0,9500.0,0,0.0,11,0,4,0,0,750,0,0,0,0,0,22,1,0,0,38,0,0,0,1,0,3,9500.0,1,0,0,3000,1,9,1,0,0,0,0,37,1,1
761,3216,2013,1,0,0,0,1,17500.0,0,0.0,12,0,2,0,0,750,0,0,0,0,1,11,0,1,0,2,1,1,3,0,1,1,17500.0,1,0,0,2850,0,16,1,0,0,0,0,23,3,0
762,1591,2019,1,1,1,0,0,21000.0,1,0.0,7,0,5,0,0,750,0,0,0,0,1,20,1,0,0,68,0,0,2,1,1,3,21000.0,0,0,0,2700,0,4,1,0,0,0,0,40,3,0
763,4924,2016,1,0,1,3,0,41000.0,1,15000.0,10,0,4,0,3,750,0,0,0,0,2,11,1,0,0,99,0,0,0,1,1,3,26000.0,1,0,0,3000,0,16,1,0,0,0,0,36,3,0
764,1626,2014,1,0,1,1,0,51500.0,1,20500.0,1,0,2,0,3,750,0,0,0,0,2,2,1,0,1,171,0,0,2,1,1,3,31000.0,0,0,0,3000,0,8,1,0,0,0,0,57,3,0
765,1635,2013,1,0,1,2,0,6500.0,0,0.0,10,0,3,0,0,750,0,0,1,0,0,24,1,0,1,75,0,0,1,0,1,2,6500.0,0,0,0,2700,0,19,0,1,0,0,0,49,4,0
766,3320,2018,4,0,1,2,0,23500.0,1,0.0,1,0,3,0,0,750,0,0,0,0,1,24,1,0,0,8,0,0,2,1,0,3,23500.0,1,0,0,3000,1,10,1,0,0,0,0,25,3,0
767,4985,2008,2,0,0,3,0,20000.0,1,10500.0,1,0,1,0,4,750,0,0,0,1,2,29,1,0,0,50,0,0,1,0,1,2,9500.0,1,0,0,3000,0,16,0,0,0,1,0,52,3,0
768,1692,2011,3,0,0,2,0,26000.0,1,4500.0,6,0,2,0,4,750,1,0,0,1,2,5,1,0,0,38,0,0,3,1,1,5,21500.0,1,0,0,3000,0,8,1,0,0,0,0,60,3,0
769,3374,2019,1,1,0,1,0,12500.0,1,0.0,3,0,4,0,0,750,0,0,0,0,0,22,1,0,0,26,0,0,3,1,0,3,12500.0,0,0,0,3000,1,4,1,0,1,0,0,70,4,0
770,1722,2015,5,1,0,2,0,5500.0,1,0.0,12,0,0,0,0,750,0,0,0,1,0,23,1,0,0,1,0,0,1,1,1,3,5500.0,0,0,0,3000,0,16,1,0,0,0,0,18,1,0
771,108,2020,1,0,1,1,0,8500.0,0,0.0,9,0,1,0,0,750,0,0,1,0,0,3,1,0,0,27,0,0,1,0,0,2,8500.0,0,0,0,3000,1,19,0,1,0,0,1,24,4,0
772,3446,2014,1,0,0,0,0,4500.0,0,0.0,11,0,0,0,0,750,0,0,0,0,0,11,1,0,0,218,0,0,0,0,0,1,4500.0,1,0,0,2750,1,9,0,1,1,0,0,50,3,1
773,118,2016,1,0,0,5,0,64000.0,1,50000.0,10,0,3,0,3,750,0,0,0,1,1,3,1,0,1,112,0,0,1,1,0,6,14000.0,0,0,0,3000,1,15,1,0,0,0,0,38,4,0
774,142,2016,3,0,1,1,0,61000.0,1,25000.0,4,0,2,0,1,750,0,0,0,0,2,24,1,0,1,46,0,0,1,1,1,3,36000.0,0,0,0,2900,0,19,1,0,0,0,0,28,3,0
775,194,2015,1,0,0,1,0,8500.0,1,0.0,9,0,1,0,0,750,1,0,0,0,0,3,1,0,0,136,0,0,0,0,1,2,8500.0,1,0,0,3000,0,6,0,1,1,0,0,58,1,0
776,1879,2016,1,0,0,0,0,22000.0,1,0.0,4,0,3,0,0,750,0,0,0,0,1,18,1,0,0,292,0,0,2,1,0,2,22000.0,1,0,0,2550,1,12,1,0,1,0,0,74,1,0
777,222,2016,1,0,0,4,0,46500.0,0,17000.0,8,1,2,0,4,750,0,0,0,1,2,21,1,0,0,280,0,0,0,1,0,3,29500.0,1,0,0,3000,1,5,1,0,0,0,0,69,2,0
778,3574,2012,1,0,0,0,1,8500.0,0,0.0,12,0,5,0,0,750,0,0,0,0,1,28,0,1,0,85,0,1,1,0,0,1,8500.0,1,0,0,2700,1,9,1,0,0,0,0,33,4,0
779,1910,2017,1,0,1,0,0,31000.0,0,11000.0,5,1,3,0,1,750,1,0,0,0,1,23,1,0,0,100,0,0,1,1,1,3,20000.0,1,0,0,3000,0,5,1,0,0,0,0,46,1,0
780,256,2011,1,0,1,3,0,37500.0,0,20000.0,2,1,0,0,1,750,0,0,0,0,2,18,1,0,0,105,0,0,1,1,0,3,17500.0,1,0,0,3000,1,21,1,0,0,0,0,50,3,0
781,1925,2020,1,0,1,0,0,39500.0,1,25000.0,10,0,2,0,1,750,0,0,0,0,0,2,1,0,1,116,0,0,1,0,0,2,14500.0,0,0,0,3000,1,13,0,1,0,0,0,52,1,0
782,303,2020,1,1,1,1,0,9000.0,1,0.0,4,0,1,0,0,750,0,0,0,0,0,30,1,0,0,180,0,0,1,0,0,2,9000.0,0,0,0,3000,1,6,0,1,0,0,0,49,4,0
783,323,2018,1,0,1,0,0,19000.0,1,0.0,1,0,6,0,0,750,0,0,0,0,0,20,1,0,0,95,0,0,0,0,1,2,19000.0,0,0,1,2850,0,10,0,1,0,0,0,44,2,0
784,352,2014,1,0,0,0,1,8500.0,0,0.0,4,0,3,1,0,750,0,0,0,0,0,11,0,0,0,94,0,1,0,0,1,1,8500.0,1,0,0,2950,0,11,1,0,0,0,0,45,3,0
785,3693,2018,1,0,1,3,0,47500.0,1,15000.0,7,0,5,0,1,750,0,0,0,0,2,6,1,0,0,122,0,0,0,1,0,3,32500.0,1,0,0,3000,1,18,1,0,0,0,0,56,2,0
786,2029,2018,2,0,0,0,0,19500.0,1,0.0,8,0,6,0,0,750,0,0,0,0,1,18,1,0,1,26,0,0,1,0,1,2,19500.0,0,0,0,3000,0,17,1,0,1,0,0,25,3,0
787,2036,2014,1,0,0,0,0,11000.0,1,0.0,1,0,1,0,0,750,0,0,0,1,0,22,1,0,1,174,0,0,2,0,1,1,11000.0,0,0,0,3000,0,16,0,1,0,0,0,62,1,0
788,372,2019,1,0,1,3,0,62000.0,0,25500.0,11,1,4,0,2,750,0,0,0,0,2,1,1,0,0,51,0,0,1,1,1,4,36500.0,1,0,0,3000,0,15,1,0,0,0,0,25,3,0
789,399,2019,1,0,0,2,0,42500.0,1,2500.0,5,0,6,0,1,750,0,0,0,0,2,26,1,0,0,6,0,0,2,0,0,2,40000.0,1,0,0,3000,1,10,1,0,1,0,0,20,3,0
790,417,2019,1,0,0,1,0,31500.0,1,15000.0,1,0,1,0,1,750,0,0,0,0,1,22,1,0,0,115,0,0,0,1,1,3,16500.0,1,0,0,2900,0,8,1,0,1,0,0,48,3,0
791,3770,2016,1,0,0,3,0,13500.0,1,0.0,3,0,5,0,0,750,0,1,0,1,1,2,1,0,0,200,0,0,0,0,0,2,13500.0,0,0,1,2650,1,14,0,0,0,0,0,54,3,0
792,2135,2012,1,1,0,2,0,25500.0,1,0.0,1,0,2,0,0,750,0,0,0,0,2,2,1,0,0,262,0,0,1,1,0,3,25500.0,0,0,0,3000,1,17,1,0,1,0,0,63,3,0
793,2145,2016,1,0,0,0,1,19000.0,0,0.0,9,0,1,0,0,750,0,0,0,0,1,17,0,1,0,54,0,1,2,0,1,1,19000.0,1,0,0,2850,0,18,1,0,0,0,0,39,4,0
794,2155,2017,1,0,0,3,0,34500.0,0,3500.0,6,0,3,0,4,750,0,0,0,0,2,20,1,0,0,130,0,0,3,1,1,3,31000.0,0,0,1,2650,0,20,1,0,1,0,0,54,3,1
795,3824,2017,1,0,0,0,0,11000.0,1,0.0,5,0,5,0,0,750,0,0,0,0,0,11,1,0,1,129,0,0,1,0,1,1,11000.0,0,0,0,2550,0,8,0,1,1,0,0,65,3,0
796,496,2019,1,0,0,0,1,14000.0,0,0.0,10,0,6,1,0,750,0,0,0,0,0,27,0,0,0,88,0,1,2,0,0,1,14000.0,1,0,0,2900,1,16,1,0,0,0,0,59,3,0
797,509,2011,1,0,0,0,0,7500.0,1,0.0,12,0,3,0,0,750,0,0,0,0,0,5,1,0,0,117,0,0,1,0,1,1,7500.0,1,0,0,2850,0,8,0,1,1,0,0,54,1,0
798,2178,2013,1,0,0,0,1,13500.0,0,0.0,8,0,0,1,0,750,0,0,0,0,0,26,0,0,0,94,0,1,0,0,1,1,13500.0,1,0,0,3000,0,17,1,0,0,0,0,55,3,0
799,3883,2020,1,0,0,3,0,61000.0,1,19000.0,1,0,2,0,1,750,0,0,0,0,2,16,1,0,0,136,0,0,1,1,1,3,42000.0,0,1,0,3000,0,16,1,0,1,0,0,40,1,0
800,3934,2017,1,0,1,0,0,9000.0,1,0.0,12,0,4,0,0,750,0,0,0,0,0,20,1,0,0,209,0,0,0,0,0,1,9000.0,0,0,1,3000,1,14,0,1,0,0,0,61,3,0
801,3942,2018,2,0,0,2,0,16500.0,1,0.0,10,0,1,0,0,750,0,0,0,1,1,8,1,0,0,45,0,0,1,1,1,3,16500.0,1,0,0,3000,0,11,1,0,0,0,0,57,3,0
802,3945,2020,1,0,0,1,0,59500.0,1,20500.0,11,0,1,0,3,750,0,0,0,1,2,19,1,0,0,107,0,0,1,1,0,3,39000.0,1,0,0,3000,1,16,1,0,0,0,0,39,4,0
803,628,2014,1,0,0,0,0,16500.0,1,0.0,2,0,0,0,0,750,0,0,0,1,1,25,1,0,0,89,0,0,0,0,0,1,16500.0,0,0,1,2850,1,11,1,0,0,0,0,53,2,0
804,632,2020,3,0,1,2,0,16000.0,1,0.0,10,0,4,0,0,750,0,0,0,0,0,25,1,0,0,1,0,0,1,0,1,2,16000.0,0,0,1,3000,0,13,0,1,0,0,0,18,1,0
805,2304,2013,1,1,0,2,0,31500.0,1,8000.0,2,0,3,0,1,750,1,0,0,1,2,28,1,0,0,170,0,0,2,1,1,3,23500.0,0,0,0,3000,0,7,1,0,0,0,0,73,3,0
806,671,2011,1,0,0,0,1,8000.0,0,0.0,10,0,6,0,0,750,2,0,0,0,1,13,0,1,0,155,0,1,2,0,1,1,8000.0,1,0,0,3000,0,14,1,0,0,0,0,43,3,0
807,2353,2013,1,0,1,1,0,7000.0,1,0.0,10,0,5,0,0,750,0,0,0,0,1,12,1,0,0,157,0,0,0,1,1,2,7000.0,1,0,0,2950,0,8,1,0,0,0,0,41,4,0
808,699,2017,1,0,0,1,1,17500.0,0,0.0,6,0,1,0,0,750,0,0,0,0,1,4,0,1,0,148,0,1,2,0,0,1,17500.0,1,0,0,3000,1,11,1,0,0,0,0,46,4,0
809,4060,2006,1,0,0,1,0,9000.0,1,0.0,8,0,4,0,0,750,0,0,0,1,0,23,1,0,0,117,0,0,0,0,0,2,9000.0,1,0,0,3000,1,9,0,1,0,0,0,68,3,0
810,4065,2011,1,0,0,0,0,15000.0,0,0.0,10,1,5,0,0,750,0,0,0,1,0,19,1,0,0,95,0,0,0,0,1,1,15000.0,1,0,0,3000,0,11,0,1,0,0,0,38,1,0
811,4107,2013,1,0,0,0,0,16500.0,1,0.0,10,0,2,0,0,750,0,0,0,0,0,2,1,0,0,172,0,0,0,1,1,3,16500.0,1,0,0,3000,0,6,1,0,1,0,0,56,2,0
812,795,2014,1,0,0,0,1,17500.0,0,0.0,1,0,0,0,0,750,0,0,0,0,1,7,0,1,0,108,0,1,1,0,1,1,17500.0,0,0,0,3000,0,6,1,0,0,0,1,43,3,0
813,4131,2015,1,0,0,0,1,7000.0,0,0.0,9,0,5,1,0,750,0,0,0,0,0,7,0,0,1,26,0,1,1,0,0,1,7000.0,0,0,0,2750,1,16,0,1,0,0,0,30,4,0
814,2466,2011,1,0,0,0,0,17000.0,1,8000.0,8,0,4,0,1,750,0,0,0,1,1,2,1,0,1,52,0,0,1,1,1,2,9000.0,0,0,0,2900,0,18,1,0,0,0,0,53,3,0
815,803,2013,3,0,0,0,0,8500.0,0,0.0,12,0,4,0,0,750,0,0,0,1,0,6,1,0,0,12,0,0,0,0,0,2,8500.0,0,0,1,2650,1,18,0,1,0,0,0,18,1,1
816,2534,2011,1,0,0,2,0,54000.0,1,30000.0,1,0,4,0,3,750,0,0,0,1,2,11,1,0,0,26,0,0,0,1,1,3,24000.0,1,0,0,2950,0,16,1,0,0,0,0,23,3,0
817,872,2014,1,0,0,0,1,13000.0,0,0.0,1,0,5,0,0,750,0,0,0,0,1,26,0,1,0,135,0,1,1,0,1,1,13000.0,0,1,0,2850,0,20,1,0,0,0,0,54,3,0
818,2558,2019,1,0,1,2,0,14500.0,1,0.0,1,0,2,0,0,750,0,0,0,0,0,2,1,0,0,113,0,0,0,0,1,2,14500.0,0,0,1,2650,0,9,0,1,0,0,0,40,1,0
819,2577,2012,1,0,0,0,0,66000.0,1,45000.0,2,0,4,0,2,750,0,0,0,0,2,22,1,0,0,70,0,0,1,1,1,2,21000.0,0,0,1,3000,0,15,1,0,1,0,0,55,3,0
820,1008,2019,1,0,0,2,0,14500.0,1,0.0,12,0,0,0,0,750,0,0,0,0,0,9,1,0,0,88,0,0,1,1,1,4,14500.0,1,0,0,3000,0,16,1,0,1,0,0,63,4,0
821,4349,2020,1,0,1,1,0,13500.0,1,0.0,1,0,1,0,0,750,0,0,0,0,0,29,1,0,0,116,0,0,3,1,1,3,13500.0,1,0,0,3000,0,15,1,0,0,0,0,43,3,0
822,2683,2019,2,0,0,3,0,17500.0,1,0.0,8,0,2,0,0,750,0,0,0,1,1,7,1,0,0,46,1,0,0,1,1,3,17500.0,1,0,0,3000,0,16,1,0,0,0,0,53,4,0
823,1020,2015,1,0,0,0,1,11500.0,0,0.0,8,0,5,1,0,750,0,0,0,0,0,24,0,0,1,74,0,1,3,0,1,1,11500.0,0,0,0,2900,0,19,1,0,0,0,0,71,3,0
824,1039,2015,1,0,0,0,1,13000.0,0,0.0,4,0,4,1,0,750,0,0,0,0,0,26,0,0,0,137,0,1,1,0,1,1,13000.0,0,0,0,3000,0,11,1,0,0,0,1,50,2,0
825,4384,2012,1,0,1,3,0,9000.0,1,0.0,9,0,3,0,0,750,0,0,0,0,1,19,1,0,0,170,0,0,2,1,1,3,9000.0,0,0,0,3000,0,6,1,0,0,0,1,42,3,0
826,2736,2011,1,0,0,3,0,13500.0,1,0.0,12,0,1,0,0,750,0,0,0,1,0,3,1,0,0,50,0,0,2,0,1,2,13500.0,1,0,0,2850,0,8,0,1,0,0,0,29,3,0
827,2755,2018,1,0,0,1,0,27500.0,1,0.0,7,0,6,0,0,750,0,0,0,1,2,7,1,0,0,240,0,0,1,0,0,2,27500.0,1,0,0,3000,1,11,0,0,0,1,0,60,3,0
828,4432,2018,2,0,0,4,0,89500.0,1,50000.0,5,0,0,0,2,750,0,0,0,1,2,20,1,0,1,27,0,0,1,1,1,4,39500.0,0,0,0,3000,0,11,1,0,0,0,0,50,3,0
829,2798,2014,1,0,0,3,0,40500.0,1,15000.0,3,0,1,0,1,750,0,0,0,1,2,19,1,0,0,222,0,0,0,1,0,3,25500.0,0,0,1,2650,1,5,1,0,0,0,0,47,3,0
830,4481,2019,1,0,0,0,0,10000.0,1,0.0,12,0,1,0,0,750,0,0,0,1,0,31,1,0,0,4,0,0,0,0,1,2,10000.0,1,0,0,3000,0,12,0,1,0,0,0,19,1,0
831,2850,2015,3,0,1,0,0,15000.0,1,0.0,7,0,5,0,0,750,0,0,0,0,0,13,1,0,0,13,0,0,1,0,0,2,15000.0,1,0,0,2700,1,12,0,1,0,0,0,23,3,0
832,1242,2015,5,0,0,0,0,13000.0,1,0.0,4,0,3,0,0,750,0,0,0,1,1,11,1,0,0,13,0,0,0,0,1,1,13000.0,1,0,0,3000,0,19,1,0,0,0,0,20,3,0
833,1260,2017,3,0,0,2,0,36000.0,1,2500.0,1,0,2,0,1,750,0,0,0,1,2,23,1,0,0,47,0,0,1,1,0,3,33500.0,0,1,0,3000,1,10,1,0,0,0,0,58,1,0
834,1261,2019,1,0,0,0,1,18000.0,0,0.0,7,0,2,0,0,750,1,0,0,0,1,24,0,1,0,141,1,1,0,0,1,1,18000.0,1,0,0,3000,0,22,1,0,0,0,0,37,1,0
835,4595,2017,1,0,1,2,0,14500.0,1,0.0,8,0,3,0,0,750,0,0,0,0,1,29,1,0,0,76,0,0,1,1,1,2,14500.0,1,0,0,2700,0,1,1,0,0,0,0,29,1,0
836,4598,2017,1,0,0,0,1,15000.0,0,0.0,1,0,0,0,0,750,0,0,0,0,1,14,0,1,0,131,0,1,0,0,0,1,15000.0,1,0,0,2550,1,11,1,0,0,0,0,57,1,0
837,2965,2017,2,1,1,2,0,10500.0,1,0.0,11,0,5,0,0,750,1,0,0,0,0,23,1,0,0,46,0,0,3,0,0,2,10500.0,0,0,0,3000,1,1,0,1,0,0,0,24,3,0
838,1309,2017,1,0,0,2,0,64000.0,1,31500.0,8,0,4,0,4,750,0,0,0,1,2,23,1,0,1,17,0,0,1,1,1,3,32500.0,0,0,0,2950,0,17,1,0,0,0,0,32,1,0
839,1315,2018,1,0,0,2,0,21000.0,1,0.0,1,0,1,0,0,750,0,0,0,1,1,15,1,0,0,111,0,0,2,1,1,2,21000.0,0,0,1,2600,0,23,1,0,0,0,0,42,3,0
840,3047,2013,5,0,0,0,0,27500.0,0,0.0,5,0,5,0,0,750,0,0,1,1,2,11,1,0,1,1,1,0,2,0,1,2,27500.0,0,0,0,3000,0,9,1,0,0,0,0,18,1,0
841,1405,2014,1,0,1,2,0,7000.0,1,0.0,11,0,4,0,0,750,0,0,0,0,0,15,1,0,0,242,0,0,0,1,0,3,7000.0,1,0,0,2850,1,16,1,0,0,0,0,51,1,0
842,4746,2020,1,0,0,1,0,21000.0,1,0.0,7,0,5,0,0,750,1,0,0,0,1,20,1,0,1,56,0,0,2,1,1,2,21000.0,0,0,0,3000,0,8,1,0,1,0,0,39,3,0
843,4765,2018,1,0,0,0,0,20500.0,1,0.0,11,0,1,0,0,750,0,0,0,1,1,12,1,0,0,267,0,0,3,1,1,2,20500.0,1,0,0,2500,0,17,1,0,0,0,0,65,1,0
844,4802,2020,1,0,1,0,0,17000.0,1,0.0,1,0,0,0,0,750,0,0,0,0,0,21,1,0,0,75,0,0,1,0,0,1,17000.0,1,0,0,2850,1,17,0,1,0,0,0,28,4,0
845,3135,2018,1,0,0,1,0,23000.0,1,0.0,1,0,0,0,0,750,0,0,0,1,1,14,1,0,1,182,0,0,3,0,1,2,23000.0,0,0,0,2900,0,16,1,0,0,0,0,69,3,0
846,1481,2018,1,0,0,0,0,26500.0,1,0.0,8,0,2,0,0,750,0,0,0,0,1,14,1,0,0,224,0,0,1,0,1,1,26500.0,1,0,0,2900,0,4,1,0,1,0,0,63,1,0
847,3190,2015,1,0,1,1,0,30500.0,1,0.0,6,0,0,0,0,750,0,0,0,0,2,17,1,0,0,195,0,0,2,1,1,3,30500.0,0,0,0,3000,0,14,1,0,0,0,1,51,4,0
848,4872,2015,1,0,1,1,0,13500.0,1,0.0,4,0,0,0,0,750,0,0,0,0,0,29,1,0,0,85,0,0,0,0,0,2,13500.0,1,0,0,2900,1,8,0,1,0,0,0,31,2,0
849,1548,2017,2,1,0,1,0,34500.0,1,4000.0,7,0,6,0,3,750,0,0,0,1,2,14,1,0,0,16,0,0,2,1,0,3,30500.0,0,0,0,2750,1,17,1,0,0,0,0,47,3,0
850,1564,2016,1,0,0,2,0,22000.0,0,0.0,6,1,2,0,0,750,0,0,0,1,1,5,1,0,0,140,0,0,1,1,1,3,22000.0,0,0,0,3000,0,16,1,0,0,0,1,41,1,0
851,3229,2018,4,0,0,1,0,18000.0,1,13000.0,7,0,0,0,1,750,0,0,0,1,0,1,1,0,1,25,0,0,1,0,0,2,5000.0,0,0,0,3000,1,12,0,1,0,0,0,37,1,0
852,1612,2014,1,1,1,2,0,37000.0,1,9500.0,1,0,2,0,3,750,0,0,0,0,2,2,1,0,0,61,0,0,1,1,1,3,27500.0,0,0,0,3000,0,12,1,0,0,0,0,42,1,0
853,41,2017,1,0,0,1,0,12500.0,1,0.0,7,0,3,0,0,750,0,0,0,1,1,18,1,0,0,102,0,0,0,1,1,3,12500.0,1,0,0,3000,0,9,1,0,0,0,0,50,4,0
