fraud,auto_year,num_insurers_past_5_years,policy_state_or,collision_type_side,num_witnesses,collision_type_na,total_claim_amount,driver_relationship_self,injury_claim,incident_month,driver_relationship_child,incident_dow,incident_type_breakin,num_injuries,policy_deductable,num_claims_past_year,authorities_contacted_ambulance,driver_relationship_spouse,collision_type_front,incident_severity,incident_day,incident_type_collision,incident_type_theft,policy_state_wa,months_as_customer,driver_relationship_na,policy_liability,police_report_available,customer_gender_male,num_vehicles_involved,vehicle_claim,policy_state_ca,policy_state_id,policy_state_az,policy_annual_premium,customer_gender_female,incident_hour,authorities_contacted_police,authorities_contacted_none,collision_type_rear,authorities_contacted_fire,policy_state_nv,customer_age,customer_education,driver_relationship_other
0,2018,1,0,0,1,0,10500.0,1,0.0,12,0,5,0,0,750,0,0,0,0,0,21,1,0,0,228,0,0,0,1,2,10500.0,0,0,1,3000,0,9,0,1,1,0,0,48,3,0
0,2019,5,0,0,2,0,44000.0,1,4500.0,12,0,6,0,4,750,0,0,0,0,2,29,1,0,0,18,0,0,1,0,4,39500.0,1,0,0,3000,1,5,1,0,1,0,0,19,1,0
0,2017,1,0,0,0,0,10500.0,1,0.0,6,0,4,0,0,750,0,0,0,1,0,14,1,0,1,149,0,1,1,0,2,10500.0,0,0,0,3000,1,17,1,0,0,0,0,55,3,0
0,2014,1,0,0,0,0,6500.0,0,0.0,8,0,4,0,0,750,0,0,1,1,0,16,1,0,0,82,0,2,0,1,2,6500.0,1,0,0,2500,0,11,0,1,0,0,0,43,1,0
0,2016,4,0,1,0,0,11000.0,1,0.0,11,0,1,0,0,750,0,0,0,0,0,19,1,0,0,19,0,1,0,1,2,11000.0,1,0,0,3000,0,19,0,1,0,0,0,51,2,0
0,2016,2,0,0,0,0,37500.0,0,0.0,8,0,6,0,0,750,0,0,1,1,2,25,1,0,0,42,0,2,1,1,1,37500.0,0,0,1,2500,0,6,1,0,0,0,0,64,3,0
0,2013,5,0,0,0,0,40500.0,1,30000.0,3,0,3,0,2,750,0,0,0,0,1,21,1,0,0,15,0,0,1,1,2,10500.0,1,0,0,3000,0,13,1,0,1,0,0,32,4,0
1,2012,1,0,0,0,0,5500.0,1,0.0,2,0,1,0,0,750,0,0,0,1,0,19,1,0,0,107,0,2,0,1,2,5500.0,1,0,0,3000,0,1,0,1,0,0,0,44,3,0
0,2020,1,0,0,0,0,15500.0,0,0.0,12,1,6,0,0,750,0,0,0,1,1,8,1,0,0,108,0,2,1,1,2,15500.0,1,0,0,3000,0,10,1,0,0,0,0,68,3,0
0,2020,1,0,0,3,0,12000.0,1,0.0,9,0,2,0,0,750,0,0,0,1,0,25,1,0,0,87,0,0,1,0,3,12000.0,1,0,0,3000,1,10,1,0,0,0,0,33,1,0
0,2018,1,0,0,0,1,8500.0,0,0.0,1,0,4,1,0,750,0,0,0,0,0,4,0,0,0,61,1,1,0,1,1,8500.0,1,0,0,2850,0,5,1,0,0,0,0,26,4,0
0,2017,1,0,0,0,0,15500.0,1,0.0,11,0,3,0,0,750,0,0,0,0,1,14,1,0,0,262,0,1,1,1,2,15500.0,1,0,0,3000,0,19,1,0,1,0,0,57,3,0
0,2004,1,0,0,0,1,3000.0,0,0.0,9,0,3,0,0,750,0,0,0,0,1,5,0,1,0,76,1,1,0,0,1,3000.0,1,0,0,3000,1,10,1,0,0,0,0,43,1,0
0,2016,1,0,0,0,1,7000.0,0,0.0,11,0,4,1,0,750,0,0,0,0,0,8,0,0,0,103,1,2,0,1,1,7000.0,1,0,0,2850,0,10,1,0,0,0,0,57,4,0
0,2013,1,0,1,1,0,7000.0,1,0.0,3,0,4,0,0,750,0,0,0,0,0,1,1,0,0,282,0,0,0,0,2,7000.0,1,0,0,2900,1,12,0,1,0,0,0,64,1,0
0,2012,1,0,1,2,0,41000.0,1,19000.0,8,0,1,0,1,750,0,0,0,0,2,27,1,0,0,118,0,2,1,1,3,22000.0,1,0,0,3000,0,11,1,0,0,0,0,62,3,0
0,2015,1,0,1,2,0,13500.0,1,0.0,10,0,2,0,0,750,0,0,0,0,0,9,1,0,1,202,0,1,0,1,2,13500.0,0,0,0,3000,0,14,0,1,0,0,0,60,1,0
0,2010,1,1,0,0,1,8000.0,0,0.0,10,0,2,1,0,750,0,0,0,0,0,23,0,0,0,99,1,2,0,1,1,8000.0,0,0,0,3000,0,18,1,0,0,0,0,45,1,0
0,2016,2,1,1,0,0,15000.0,1,0.0,5,0,4,0,0,750,0,0,0,0,0,31,1,0,0,56,0,1,0,1,1,15000.0,0,0,0,3000,0,22,0,1,0,0,0,49,3,0
0,2011,1,0,0,3,0,50500.0,1,25000.0,4,0,1,0,1,750,0,0,0,0,2,30,1,0,0,99,0,1,1,0,3,25500.0,0,0,0,2550,1,8,1,0,1,0,1,56,3,0
0,2019,1,0,0,0,0,43000.0,0,32500.0,12,0,4,0,1,750,0,0,0,1,0,27,1,0,1,144,0,3,0,1,2,10500.0,0,0,0,3000,0,10,0,1,0,0,0,43,3,1
0,2015,1,0,0,2,0,14000.0,1,0.0,11,0,2,0,0,750,0,0,0,0,1,6,1,0,0,142,0,1,1,0,2,14000.0,1,0,0,2600,1,8,1,0,1,0,0,61,3,0
0,2016,1,0,0,0,0,14000.0,1,0.0,6,0,5,0,0,750,0,0,0,1,0,8,1,0,0,195,0,2,0,1,1,14000.0,0,0,1,3000,0,16,0,1,0,0,0,68,3,0
1,2015,2,1,0,0,0,16500.0,1,0.0,6,0,4,0,0,750,0,1,0,1,1,7,1,0,0,13,0,1,0,1,2,16500.0,0,0,0,3000,0,10,0,0,0,0,0,28,1,0
0,2013,1,0,0,2,0,35000.0,1,6500.0,7,0,3,0,4,750,0,0,0,0,2,11,1,0,0,117,0,1,1,1,4,28500.0,0,0,1,2500,0,6,1,0,1,0,0,43,1,0
0,2009,1,0,0,0,0,32500.0,1,9000.0,10,0,2,0,1,750,0,0,0,1,2,30,1,0,0,188,0,2,1,1,3,23500.0,1,0,0,3000,0,16,1,0,0,0,0,56,4,0
0,2015,1,1,1,0,0,22500.0,0,0.0,1,1,0,0,0,750,0,0,0,0,1,14,1,0,0,84,0,2,1,0,2,22500.0,0,0,0,2950,1,15,1,0,0,0,0,39,3,0
0,2014,1,0,0,1,0,11000.0,0,0.0,12,0,4,0,0,750,0,0,1,0,1,13,1,0,0,250,0,2,1,1,3,11000.0,1,0,0,2800,0,11,1,0,1,0,0,67,2,0
0,2018,1,0,0,0,1,23000.0,0,0.0,2,0,1,0,0,750,0,0,0,0,1,26,0,1,1,117,1,1,0,1,1,23000.0,0,0,0,3000,0,13,1,0,0,0,0,42,1,0
0,2017,1,0,0,0,1,15000.0,0,0.0,1,0,0,0,0,750,0,0,0,0,1,14,0,1,0,131,1,0,0,0,1,15000.0,1,0,0,2550,1,11,1,0,0,0,0,57,1,0
0,2015,1,0,0,0,0,11500.0,1,0.0,4,0,2,0,0,750,0,0,0,1,0,24,1,0,0,49,0,0,1,1,2,11500.0,1,0,0,3000,0,8,1,0,0,0,0,68,2,0
0,2011,2,0,1,1,0,7000.0,0,0.0,6,1,0,0,0,750,0,0,0,0,0,17,1,0,0,49,0,0,0,0,2,7000.0,1,0,0,2900,1,20,0,1,0,0,0,57,3,0
0,2014,1,0,0,0,1,14500.0,0,0.0,12,0,5,0,0,750,0,0,0,0,1,7,0,1,0,144,1,1,0,1,1,14500.0,1,0,0,3000,0,22,1,0,0,0,0,42,3,0
0,2015,2,0,0,1,0,34500.0,1,5500.0,6,0,4,0,3,750,0,0,0,0,2,28,1,0,0,46,0,1,1,1,3,29000.0,0,1,0,3000,0,8,1,0,1,0,0,28,4,0
0,2015,1,0,1,3,0,10000.0,0,0.0,8,1,2,0,0,750,0,0,0,0,0,28,1,0,0,82,0,2,0,1,2,10000.0,1,0,0,3000,0,22,0,1,0,0,0,37,4,0
0,2019,1,0,0,1,0,19000.0,1,8000.0,5,0,4,0,1,750,3,0,0,0,1,24,1,0,0,154,0,2,1,0,2,11000.0,1,0,0,3000,1,20,1,0,1,0,0,42,3,0
0,2018,3,0,0,1,0,13000.0,1,0.0,1,0,0,0,0,750,0,0,0,0,1,28,1,0,0,26,0,0,0,0,2,13000.0,1,0,0,3000,1,14,1,0,1,0,0,43,1,0
0,2014,3,0,0,1,0,21000.0,1,10000.0,2,0,2,0,1,750,0,0,0,0,1,20,1,0,0,27,0,3,0,1,2,11000.0,1,0,0,3000,0,10,1,0,1,0,0,27,2,0
0,2016,1,0,1,0,0,48500.0,0,20500.0,1,0,4,0,1,750,1,0,1,0,2,18,1,0,0,101,0,2,1,0,2,28000.0,0,0,0,3000,1,7,1,0,0,0,1,29,2,0
0,2019,1,0,1,0,0,20000.0,1,0.0,5,0,1,0,0,750,0,0,0,0,0,14,1,0,0,127,0,0,0,0,2,20000.0,1,0,0,3000,1,2,0,1,0,0,0,36,1,0
0,2020,1,0,0,3,0,47000.0,0,6000.0,8,0,3,0,4,750,0,0,1,1,2,29,1,0,0,118,0,1,1,1,3,41000.0,0,0,1,3000,0,18,1,0,0,0,0,50,2,0
0,2014,1,0,1,2,0,20000.0,1,7000.0,4,0,2,0,1,750,0,0,0,0,1,24,1,0,1,409,0,1,0,0,2,13000.0,0,0,0,2750,1,0,1,0,0,0,0,62,3,0
0,2014,1,0,1,0,0,8500.0,1,0.0,12,0,2,0,0,750,0,0,0,0,1,11,1,0,0,58,0,0,0,1,2,8500.0,1,0,0,2950,0,7,1,0,0,0,0,33,3,0
0,2020,1,0,0,0,0,17000.0,1,0.0,4,0,1,0,0,750,0,0,0,1,0,9,1,0,0,97,0,3,0,1,2,17000.0,1,0,0,3000,0,15,0,1,0,0,0,56,3,0
0,2017,1,0,1,2,0,13000.0,0,0.0,6,0,5,0,0,750,0,0,0,0,0,1,1,0,0,183,0,2,0,1,2,13000.0,1,0,0,2900,0,4,0,1,0,0,0,38,3,1
0,2017,1,0,1,4,0,5500.0,1,0.0,6,0,0,0,0,750,0,0,0,0,1,10,1,0,0,90,0,2,1,0,4,5500.0,1,0,0,3000,1,2,1,0,0,0,0,58,4,0
0,2011,1,0,0,0,1,6000.0,0,0.0,9,0,1,1,0,750,0,0,0,0,0,24,0,0,0,89,1,0,0,0,1,6000.0,1,0,0,2950,1,11,1,0,0,0,0,44,4,0
0,2020,1,1,0,1,0,16500.0,0,0.0,6,0,3,0,0,750,0,0,0,1,0,6,1,0,0,391,0,2,0,1,2,16500.0,0,0,0,3000,0,17,0,1,0,0,0,63,3,1
0,2018,1,1,0,2,0,40500.0,0,2000.0,6,0,5,0,3,750,0,0,1,1,2,22,1,0,0,67,0,3,1,1,3,38500.0,0,0,0,3000,0,6,1,0,0,0,0,36,3,0
0,2016,2,0,1,2,0,11000.0,1,0.0,5,0,3,0,0,750,0,0,0,0,0,2,1,0,0,20,0,3,0,0,2,11000.0,1,0,0,3000,1,19,0,1,0,0,0,54,3,0
0,2017,1,1,0,0,0,15000.0,1,0.0,12,0,4,0,0,750,0,0,0,1,1,27,1,0,0,249,0,2,0,0,2,15000.0,0,0,0,2750,1,22,1,0,0,0,0,57,1,0
0,2017,1,0,1,1,0,39000.0,1,25000.0,12,0,1,0,1,750,0,0,0,0,1,17,1,0,0,180,0,1,0,1,2,14000.0,1,0,0,3000,0,10,1,0,0,0,0,50,3,0
0,2016,3,1,1,0,0,12000.0,1,0.0,2,0,0,0,0,750,0,0,0,0,0,18,1,0,0,28,0,1,0,0,1,12000.0,0,0,0,3000,1,4,0,1,0,0,0,42,1,0
0,2016,1,0,0,1,1,12000.0,0,0.0,8,0,6,1,0,750,0,0,0,0,0,18,0,0,0,113,1,2,0,0,1,12000.0,1,0,0,2550,1,14,0,1,0,0,0,39,3,0
0,2016,1,0,0,0,0,50000.0,1,15000.0,3,0,0,0,1,750,0,0,0,0,2,18,1,0,0,162,0,0,1,1,3,35000.0,1,0,0,2900,0,17,1,0,1,0,0,71,3,0
0,2013,1,0,0,0,0,8500.0,1,0.0,3,0,6,0,0,750,0,0,0,1,0,10,1,0,0,187,0,2,0,0,2,8500.0,1,0,0,3000,1,14,0,1,0,0,0,63,3,0
0,2020,1,0,1,0,0,34000.0,1,0.0,12,0,2,0,0,750,0,0,0,0,2,18,1,0,0,162,0,0,0,1,1,34000.0,0,0,1,2550,0,5,1,0,0,0,0,66,3,0
0,2020,2,0,1,0,0,52000.0,1,9000.0,9,0,5,0,1,750,0,0,0,0,2,28,1,0,0,52,0,2,0,1,2,43000.0,0,0,1,3000,0,14,1,0,0,0,0,59,1,0
0,2016,1,1,1,0,0,47000.0,0,18000.0,12,1,1,0,4,750,0,0,0,0,2,3,1,0,0,99,0,1,1,1,2,29000.0,0,0,0,3000,0,13,1,0,0,0,0,63,2,0
0,2018,1,0,0,0,1,11500.0,0,0.0,9,0,3,1,0,750,0,0,0,0,0,5,0,0,0,129,1,0,0,0,1,11500.0,1,0,0,3000,1,8,0,1,0,0,0,42,4,0
0,2012,1,0,0,0,0,7000.0,1,0.0,10,0,1,0,0,750,0,0,0,0,1,15,1,0,1,110,0,3,0,1,2,7000.0,0,0,0,2950,0,11,1,0,1,0,0,42,3,0
0,2019,1,0,0,0,0,12500.0,1,0.0,7,0,2,0,0,750,0,0,0,1,0,10,1,0,0,62,0,1,0,1,2,12500.0,1,0,0,2950,0,5,0,1,0,0,0,61,1,0
0,2020,1,0,0,1,0,52000.0,1,9500.0,4,0,2,0,1,750,0,0,0,1,2,24,1,0,0,90,0,3,1,1,3,42500.0,0,0,0,2550,0,17,1,0,0,0,1,59,2,0
0,2015,1,0,0,0,1,11500.0,0,0.0,5,0,5,1,0,750,0,0,0,0,0,4,0,0,0,130,1,2,0,1,1,11500.0,1,0,0,2800,0,12,1,0,0,0,0,46,1,0
0,2013,1,0,0,0,0,40500.0,0,14500.0,11,0,4,0,3,750,0,0,0,1,2,29,1,0,0,91,0,2,1,1,3,26000.0,1,0,0,3000,0,16,1,0,0,0,0,45,3,1
0,2013,2,0,0,0,0,1500.0,1,0.0,1,0,5,0,0,850,0,0,0,0,0,19,1,0,0,28,0,1,1,0,2,1500.0,0,0,1,2450,1,13,1,0,1,0,0,66,1,0
0,2014,1,0,0,0,0,41500.0,1,7000.0,3,0,6,0,1,750,0,0,0,1,2,24,1,0,1,52,0,3,0,1,2,34500.0,0,0,0,3000,0,11,0,0,0,1,0,29,3,0
0,2019,1,0,0,0,0,9000.0,1,0.0,1,0,5,0,0,750,0,0,0,0,0,19,1,0,0,69,0,2,0,1,2,9000.0,0,0,1,2950,0,7,1,0,1,0,0,35,3,0
0,2016,1,0,0,1,0,64500.0,1,25500.0,10,0,2,0,1,750,0,0,0,0,2,2,1,0,0,25,0,3,1,0,2,39000.0,1,0,0,3000,1,3,1,0,1,0,0,39,3,0
0,2014,1,0,0,0,0,3000.0,1,0.0,9,0,2,0,0,750,0,0,0,1,0,18,1,0,0,60,0,2,0,1,1,3000.0,1,0,0,3000,0,14,0,1,0,0,0,40,2,0
0,2019,1,0,0,1,0,14000.0,1,0.0,7,0,5,0,0,750,0,0,0,0,0,6,1,0,1,70,0,2,0,1,2,14000.0,0,0,0,3000,0,10,1,0,1,0,0,30,1,0
0,2011,1,0,0,1,0,7500.0,1,0.0,8,0,0,0,0,750,0,0,0,0,0,19,1,0,0,13,0,1,1,1,2,7500.0,1,0,0,3000,0,14,1,0,1,0,0,19,1,0
1,2016,2,0,0,0,1,11500.0,0,0.0,4,0,4,1,0,750,0,0,0,0,0,26,0,0,0,36,1,1,0,1,1,11500.0,1,0,0,3000,0,10,1,0,0,0,0,30,1,0
0,2011,3,0,0,2,0,26000.0,1,4500.0,6,0,2,0,4,750,1,0,0,1,2,5,1,0,0,38,0,3,1,1,5,21500.0,1,0,0,3000,0,8,1,0,0,0,0,60,3,0
0,2012,1,0,0,1,1,8500.0,0,0.0,7,0,1,1,0,750,0,0,0,0,0,16,0,0,1,147,1,2,0,0,1,8500.0,0,0,0,3000,1,13,1,0,0,0,0,57,1,0
0,2003,1,0,0,2,0,12500.0,1,0.0,10,0,0,0,0,750,0,0,0,1,0,14,1,0,0,85,0,0,1,1,2,12500.0,1,0,0,3000,0,7,1,0,0,0,0,74,3,0
0,2016,1,0,0,2,0,19500.0,1,0.0,1,0,3,0,0,750,0,0,0,1,1,10,1,0,0,75,0,0,1,1,3,19500.0,1,0,0,2750,0,4,1,0,0,0,0,38,4,0
0,2015,1,0,1,2,0,27500.0,1,0.0,3,0,3,0,0,750,0,0,0,0,2,28,1,0,0,137,0,1,1,0,3,27500.0,0,0,1,2850,1,5,1,0,0,0,0,35,3,0
0,2013,1,0,0,1,0,15000.0,1,0.0,12,0,5,0,0,750,0,0,0,1,1,28,1,0,0,58,0,1,1,1,3,15000.0,0,0,1,3000,0,3,1,0,0,0,0,43,1,0
0,2019,1,0,1,1,0,31500.0,1,15000.0,1,0,1,0,1,750,0,0,0,0,0,29,1,0,0,129,0,0,0,1,2,16500.0,1,0,0,2750,0,5,0,1,0,0,0,60,1,0
0,2020,1,0,1,2,0,28500.0,1,6500.0,9,0,2,0,1,750,0,0,0,0,1,4,1,0,0,126,0,1,1,1,2,22000.0,0,0,1,2650,0,10,1,0,0,0,0,72,4,0
0,2019,4,0,0,1,0,18000.0,1,0.0,3,0,3,0,0,750,0,0,0,1,1,28,1,0,0,31,0,3,1,0,2,18000.0,0,0,1,3000,1,17,1,0,0,0,0,28,3,0
0,2012,1,1,0,0,1,8000.0,0,0.0,5,0,1,0,0,750,0,0,0,0,1,14,0,1,0,13,1,3,0,0,1,8000.0,0,0,0,3000,1,7,1,0,0,0,0,20,3,0
0,2018,1,0,0,1,0,53500.0,0,20500.0,1,0,6,0,4,750,0,0,1,1,2,13,1,0,0,50,0,1,1,1,3,33000.0,1,0,0,3000,0,20,1,0,0,0,0,39,3,0
0,2019,3,1,0,0,1,15500.0,0,0.0,12,0,1,1,0,750,0,0,0,0,0,31,0,0,0,23,1,1,0,1,1,15500.0,0,0,0,3000,0,3,1,0,0,0,0,30,1,0
0,2020,1,0,1,0,0,13500.0,0,0.0,10,0,4,0,0,750,0,0,1,0,0,18,1,0,0,65,0,0,0,1,1,13500.0,1,0,0,3000,0,3,0,1,0,0,0,53,1,0
0,2018,1,0,1,0,0,13500.0,0,0.0,6,0,6,0,0,750,0,0,1,0,0,2,1,0,0,89,0,1,0,1,1,13500.0,1,0,0,2500,0,10,0,1,0,0,0,61,3,0
0,2014,1,0,1,2,0,7000.0,1,0.0,11,0,4,0,0,750,0,0,0,0,0,15,1,0,0,242,0,0,1,0,3,7000.0,1,0,0,2850,1,16,1,0,0,0,0,51,1,0
0,2018,1,0,0,2,0,19000.0,1,0.0,9,0,1,0,0,750,0,0,0,1,1,24,1,0,0,107,0,0,0,1,2,19000.0,1,0,0,3000,0,13,1,0,0,0,0,47,1,0
0,2012,2,1,0,0,0,21000.0,1,13000.0,12,0,1,0,1,750,0,0,0,1,0,3,1,0,0,11,0,1,1,0,3,8000.0,0,0,0,2950,1,10,1,0,0,0,0,29,3,0
0,2017,3,1,0,0,1,21000.0,0,0.0,8,0,1,0,0,750,0,0,0,0,1,27,0,1,0,46,1,1,0,0,1,21000.0,0,0,0,2800,1,10,1,0,0,0,0,27,4,0
0,2013,1,0,1,0,0,21000.0,1,0.0,10,0,2,0,0,750,0,0,0,0,1,30,1,0,0,82,0,0,0,0,2,21000.0,1,0,0,2500,1,5,1,0,0,0,0,42,1,0
0,2016,1,0,0,2,0,16000.0,1,8500.0,8,0,3,0,1,750,0,0,0,0,1,1,1,0,0,159,0,1,1,0,3,7500.0,1,0,0,3000,1,13,1,0,1,0,0,69,1,0
0,2016,2,0,0,0,0,33000.0,0,5000.0,2,1,3,0,4,750,0,0,0,1,2,14,1,0,0,21,0,1,1,1,4,28000.0,1,0,0,2850,0,11,1,0,0,0,0,24,3,0
1,2017,2,0,1,1,0,12000.0,1,0.0,10,0,6,0,0,750,0,0,0,0,0,6,1,0,1,19,0,1,0,1,2,12000.0,0,0,0,3000,0,18,0,1,0,0,0,27,3,0
0,2015,1,0,1,0,0,13500.0,1,0.0,9,0,2,0,0,750,0,0,0,0,0,25,1,0,0,61,0,3,0,1,1,13500.0,1,0,0,3000,0,12,1,0,0,0,0,64,4,0
0,2018,1,0,0,0,0,12500.0,1,0.0,12,0,0,0,0,750,0,0,0,1,0,2,1,0,0,202,0,0,0,1,1,12500.0,1,0,0,2600,0,18,0,1,0,0,0,63,1,0
0,2016,1,0,0,0,1,25000.0,0,0.0,2,0,5,0,0,750,0,0,0,0,1,9,0,1,0,179,1,3,0,1,1,25000.0,1,0,0,3000,0,4,1,0,0,0,0,55,4,0
0,2013,1,0,0,0,0,14500.0,0,0.0,8,0,4,0,0,750,0,0,0,0,1,30,1,0,0,46,0,2,1,0,2,14500.0,1,0,0,3000,1,19,1,0,1,0,0,50,3,1
0,2019,1,0,0,0,0,42500.0,1,7000.0,11,0,2,0,4,750,0,0,0,1,2,20,1,0,1,8,0,1,1,1,3,35500.0,0,0,0,3000,0,15,1,0,0,0,0,34,3,0
0,2016,1,0,0,0,1,8000.0,0,0.0,8,0,1,1,0,750,0,0,0,0,0,6,0,0,1,95,1,2,0,0,1,8000.0,0,0,0,3000,1,8,1,0,0,0,0,39,3,0
0,2019,1,0,0,0,0,13000.0,1,0.0,10,0,3,0,0,750,1,0,0,1,0,24,1,0,0,197,0,1,0,1,2,13000.0,1,0,0,3000,0,4,1,0,0,0,0,62,2,0
0,2018,1,0,0,1,0,56500.0,1,32500.0,2,0,1,0,3,750,0,0,0,1,1,19,1,0,0,222,0,1,1,1,3,24000.0,1,0,0,3000,0,11,1,0,0,0,0,39,3,0
0,2013,1,0,0,0,1,115000.0,0,100000.0,8,0,2,0,1,750,0,0,0,0,1,28,0,1,0,183,1,3,0,0,1,15000.0,0,0,0,3000,1,14,1,0,0,0,1,47,3,0
0,2015,1,0,0,3,0,33500.0,1,6000.0,12,0,3,0,1,750,0,0,0,1,2,12,1,0,0,200,0,2,1,1,3,27500.0,1,0,0,2750,0,19,1,0,0,0,0,50,3,0
0,2020,1,0,0,3,0,49500.0,1,2500.0,12,0,1,0,1,750,0,0,0,1,2,10,1,0,0,110,0,1,1,0,3,47000.0,1,0,0,3000,1,21,1,0,0,0,0,49,3,0
0,2018,1,0,0,0,0,11000.0,0,0.0,9,1,1,0,0,750,0,0,0,0,0,10,1,0,0,155,0,1,0,1,2,11000.0,0,0,1,2800,0,10,0,1,1,0,0,46,3,0
0,2018,1,0,0,3,0,13000.0,1,0.0,4,0,0,0,0,750,0,0,0,1,0,29,1,0,0,79,0,0,1,0,3,13000.0,1,0,0,3000,1,10,1,0,0,0,0,43,1,0
0,2015,1,0,0,4,0,14000.0,1,0.0,2,0,2,0,0,750,0,0,0,1,1,6,1,0,0,57,0,1,1,1,3,14000.0,1,0,0,3000,0,21,1,0,0,0,0,39,1,0
0,2018,1,0,0,2,0,32500.0,1,4000.0,1,0,1,0,1,750,0,0,0,1,2,8,1,0,0,74,0,2,1,1,3,28500.0,0,0,0,3000,0,11,1,0,0,0,1,28,1,0
0,2013,4,0,1,1,0,39500.0,0,13500.0,3,0,2,0,4,750,0,0,1,0,2,27,1,0,0,9,0,3,1,1,4,26000.0,1,0,0,2650,0,7,1,0,0,0,0,24,1,0
0,2019,1,0,0,1,0,31000.0,1,15000.0,7,0,3,0,1,750,0,0,0,1,1,18,1,0,0,141,0,0,0,1,2,16000.0,1,0,0,3000,0,10,1,0,0,0,0,71,4,0
0,2008,1,0,0,3,0,7000.0,1,0.0,2,0,0,0,0,750,1,0,0,1,1,25,1,0,0,126,0,1,1,1,3,7000.0,1,0,0,3000,0,11,1,0,0,0,0,61,3,0
0,2016,1,0,0,1,0,18500.0,1,10000.0,4,0,2,0,3,750,0,0,0,1,1,3,1,0,0,96,0,3,0,0,2,8500.0,1,0,0,3000,1,11,1,0,0,0,0,43,3,0
0,2020,1,0,0,1,0,13000.0,0,2000.0,9,0,0,0,1,750,0,0,0,0,1,30,1,0,0,136,0,1,0,1,2,11000.0,0,0,0,2850,0,6,1,0,1,0,1,65,3,1
0,2020,1,0,0,0,0,36500.0,0,14500.0,2,0,3,0,2,750,1,0,1,1,1,28,1,0,0,145,0,1,0,0,2,22000.0,1,0,0,3000,1,14,1,0,0,0,0,59,3,0
0,2018,1,0,0,0,0,55000.0,1,20500.0,3,0,4,0,1,750,0,0,0,1,2,1,1,0,0,152,0,3,1,0,3,34500.0,1,0,0,2900,1,16,1,0,0,0,0,60,3,0
0,2017,1,0,0,3,0,17500.0,0,0.0,12,0,3,0,0,750,0,0,0,1,0,26,1,0,0,63,0,0,0,0,2,17500.0,1,0,0,3000,1,10,0,1,0,0,0,23,3,1
0,2016,1,0,0,1,0,49500.0,1,17000.0,11,0,5,0,1,750,0,0,0,1,2,30,1,0,0,245,0,2,0,1,2,32500.0,1,0,0,3000,0,16,0,0,0,1,0,65,3,0
0,2014,3,1,0,0,0,51000.0,1,23000.0,11,0,5,0,4,750,0,0,0,1,2,23,1,0,0,37,0,3,0,1,2,28000.0,0,0,0,3000,0,14,1,0,0,0,0,45,3,0
0,2019,1,0,1,0,0,10500.0,1,0.0,10,0,4,0,0,750,0,0,0,0,0,11,1,0,0,97,0,0,0,0,2,10500.0,1,0,0,3000,1,7,0,1,0,0,0,27,3,0
0,2018,1,0,0,2,0,56500.0,1,25000.0,2,0,2,0,1,750,0,0,0,1,2,20,1,0,1,176,0,1,0,1,2,31500.0,0,0,0,3000,0,5,1,0,0,0,0,53,4,0
0,2020,1,1,1,1,0,17500.0,1,0.0,4,0,6,0,0,750,0,0,0,0,1,28,1,0,0,62,0,2,1,0,2,17500.0,0,0,0,2850,1,10,1,0,0,0,0,52,2,0
0,2016,1,0,0,2,0,31000.0,1,15500.0,8,0,2,0,1,750,0,0,0,1,1,7,1,0,0,123,0,1,1,0,2,15500.0,1,0,0,2650,1,16,1,0,0,0,0,35,3,0
0,2016,1,0,0,3,0,10500.0,1,0.0,3,0,2,0,0,750,0,0,0,0,0,13,1,0,0,89,0,0,0,1,2,10500.0,1,0,0,3000,0,5,0,1,1,0,0,37,3,0
0,2010,1,1,0,0,0,9000.0,0,0.0,11,0,1,0,0,750,0,0,1,0,0,26,1,0,0,82,0,2,0,1,2,9000.0,0,0,0,2900,0,11,0,1,1,0,0,70,3,0
0,2018,1,0,0,0,1,9500.0,0,0.0,2,0,3,1,0,750,0,0,0,0,0,7,0,0,0,203,1,0,0,1,1,9500.0,1,0,0,3000,0,18,1,0,0,0,0,52,3,0
0,2014,1,0,0,0,0,13000.0,1,3000.0,3,0,6,0,1,750,0,0,0,1,1,31,1,0,0,185,0,2,0,1,2,10000.0,1,0,0,3000,0,14,1,0,0,0,0,52,3,0
0,2016,1,0,0,1,0,22000.0,1,6000.0,7,0,3,0,2,750,0,1,0,0,1,25,1,0,0,248,0,1,0,0,2,16000.0,1,0,0,3000,1,1,0,0,1,0,0,60,3,0
0,2014,1,0,0,1,0,39500.0,1,8000.0,8,0,3,0,1,750,0,0,0,1,2,22,1,0,0,133,0,0,0,0,2,31500.0,1,0,0,3000,1,2,0,0,0,1,0,49,4,0
0,2015,2,0,0,0,1,8500.0,0,0.0,10,0,3,1,0,750,0,0,0,0,0,17,0,0,1,38,1,1,0,0,1,8500.0,0,0,0,3000,1,15,1,0,0,0,0,28,4,0
0,2012,1,0,1,1,0,8000.0,1,0.0,4,0,4,0,0,750,0,0,0,0,1,5,1,0,0,121,0,0,0,1,2,8000.0,1,0,0,2750,0,16,1,0,0,0,0,68,1,0
0,2015,1,0,0,0,0,10500.0,0,0.0,6,1,2,0,0,750,0,0,0,1,0,19,1,0,0,25,0,0,0,1,2,10500.0,1,0,0,3000,0,12,0,1,0,0,0,25,3,0
